Age,Gender,Income (in $1000s),Online Hours Per Week,Purchase Frequency (Last Month),Is Loyal Customer,Preferred Shopping Platform,Ad Clicks (Last Month),Discounts Used (Last Month),Competitor Pricing Index,Economic Conditions,Distance to Nearest Store (km),Shopping Frequency,"Purchase Decision (1=Yes, 0=No)"
59,Male,68.62,37,7,0,Mobile App,10,2,1.04,Favorable,40.75,1.1386225346273235,1
19,Male,55.86,22,17,0,Website,14,7,0.86,Neutral,0.58,26.365475819889983,1
20,Male,39.24,12,3,0,Mobile App,4,3,0.83,Favorable,1.78,19.31800296696332,1
40,Female,68.71,8,10,0,Mobile App,2,7,1.04,Favorable,16.72,15.175140783704823,1
29,Male,60.17,20,16,0,In-store,14,3,1.02,Favorable,38.54,11.371173765986963,1
37,Female,29.68,40,7,1,Mobile App,1,6,1.14,Unfavorable,5.66,22.955428774322097,1
22,Female,42.65,7,18,0,In-store,1,5,0.93,Neutral,19.45,19.902782526772462,1
54,Female,66.38,16,7,0,Mobile App,8,9,0.82,Favorable,7.01,17.447067629186883,1
55,Female,52.29,15,5,0,Mobile App,7,0,0.97,Neutral,11.57,17.707046901672456,1
47,Male,71.72,15,1,0,Website,5,7,1.19,nan,25.4,7.035660313207069,1
26,Male,43.17,27,14,0,Website,13,5,1.12,Favorable,16.3,16.60609426961591,1
51,Female,30.0,15,0,1,Mobile App,13,1,0.81,Neutral,10.99,18.388834833305296,1
61,Male,93.87,45,5,0,In-store,14,4,1.15,Favorable,19.98,13.510900465322369,1
52,Female,16.38,45,18,0,Website,13,1,0.99,Favorable,35.2,8.144282279347191,1
69,Female,40.0,13,3,0,Website,8,9,0.95,Favorable,6.41,17.03984754186924,1
39,Female,55.59,45,12,1,Website,4,6,0.94,Neutral,24.24,18.505892034541738,1
61,Female,69.72,43,14,0,In-store,13,9,1.04,Favorable,14.1,17.197468056748267,1
41,Female,62.93,37,8,0,Website,11,5,1.01,nan,19.24,12.47527065900573,1
34,Female,96.23,19,2,1,Website,9,6,1.06,Favorable,41.17,8.320583175736765,1
27,Male,47.65,44,1,1,Website,0,5,1.03,Favorable,46.52,1.0,1
47,Female,32.54,47,15,0,Website,7,9,0.86,Favorable,12.53,20.163759340714876,1
63,Male,45.61,40,17,1,Mobile App,2,0,0.9,Neutral,31.68,18.62894078686906,1
40,Male,43.6,33,17,0,In-store,13,2,1.14,Favorable,34.0,11.350076371305155,1
49,Female,48.63,28,5,0,Website,8,9,1.07,Unfavorable,42.2,1.0,1
34,Male,30.35,2,17,0,Website,10,1,0.98,Favorable,45.0,7.569303973821043,1
67,Male,65.68,9,10,0,In-store,0,0,0.87,Neutral,23.67,9.01181225982319,1
68,Male,57.42,19,6,0,In-store,2,0,0.8,nan,49.14,1.0,1
34,Female,24.72,1,13,0,Website,0,3,0.92,nan,48.56,1.0,0
31,Female,69.36,26,17,0,Website,0,0,0.82,Unfavorable,25.57,10.603160508353634,1
26,Female,33.77,31,6,0,In-store,14,1,0.99,Favorable,27.33,13.646126066565923,1
57,Male,26.34,9,9,0,Mobile App,5,0,1.13,Neutral,33.55,7.799770674140497,1
19,Female,51.75,39,7,0,In-store,12,5,0.91,nan,19.0,15.537460605203378,1
62,Female,14.84,16,13,0,Website,3,3,1.14,Favorable,33.27,12.016313291702282,1
42,Male,61.79,32,17,0,Mobile App,9,7,1.08,Unfavorable,25.96,13.67102324577346,1
56,Male,-6.78,5,4,0,Mobile App,3,4,0.85,Favorable,2.25,20.354735166392455,1
26,Male,29.41,38,13,0,In-store,4,9,1.06,Favorable,42.71,5.073906157796891,1
39,Female,,46,9,0,In-store,14,4,0.86,Favorable,47.05,1.0,1
60,Female,,17,14,0,Website,13,7,1.06,Favorable,1.8,28.476546792666113,1
63,Female,39.77,8,5,0,Mobile App,2,9,0.86,Unfavorable,39.57,5.377961819605926,1
21,Male,,7,8,1,Website,14,5,0.96,Favorable,19.6,18.940975662411237,1
43,Female,34.14,24,9,0,In-store,11,5,1.03,Neutral,29.49,10.752721380315363,1
46,Female,,30,16,0,Mobile App,1,2,0.82,Favorable,25.25,17.084225409991376,1
62,Female,73.48,41,0,1,In-store,13,5,0.86,Favorable,27.79,11.668098946755306,1
51,Female,59.57,3,13,0,Website,9,9,0.93,Neutral,25.01,12.842544571988492,1
40,Male,21.1,19,3,1,Website,7,6,0.98,Neutral,42.74,1.0,1
54,Male,37.92,27,1,0,Website,10,1,1.14,Favorable,34.33,3.5238995958089303,1
28,Female,104.27,39,2,0,Website,6,2,0.87,Unfavorable,20.93,12.125292658961888,1
23,Female,40.19,0,6,1,Website,14,5,0.94,Favorable,34.58,8.822132328807449,1
35,Female,109.73,39,13,1,In-store,9,9,0.99,Favorable,48.27,7.708254096269654,1
38,Male,84.18,43,11,0,Mobile App,12,8,0.92,Unfavorable,4.48,24.151169250736924,1
59,Female,60.38,22,18,1,Mobile App,3,8,1.05,Neutral,19.71,25.047156061557757,1
53,Male,55.94,46,17,1,In-store,1,7,0.9,Unfavorable,43.59,11.954793388636544,1
58,Male,40.7,12,14,1,In-store,11,7,1.11,nan,37.08,11.461291617588392,1
55,Female,48.22,15,0,1,Mobile App,8,8,1.0,Favorable,46.78,4.0220340536696435,1
51,Female,36.23,25,2,1,Website,7,8,0.83,Neutral,2.47,24.67527300401094,1
34,Male,48.73,30,14,0,Website,3,9,1.05,Favorable,43.21,4.320859079979826,1
54,Male,22.76,49,3,0,Mobile App,10,8,1.03,Neutral,39.69,1.0,1
42,Male,21.68,0,14,1,Mobile App,4,4,0.94,Neutral,40.84,12.38847387757221,1
55,Male,76.02,16,9,1,Mobile App,13,5,0.8,Unfavorable,30.06,19.382721129805134,1
29,Female,17.75,15,5,0,Mobile App,9,4,0.88,Neutral,3.07,20.494174206088932,1
40,Female,67.72,36,12,1,In-store,5,0,0.96,Favorable,27.19,16.430458654031042,1
59,Male,12.11,9,6,0,In-store,12,3,0.88,Favorable,20.68,12.634817083241023,1
39,Female,62.59,37,0,1,In-store,3,0,1.03,Favorable,26.59,11.554016771840855,1
38,Female,45.85,43,10,1,In-store,1,0,1.08,Neutral,37.14,10.694844881999085,1
44,Female,76.43,30,13,1,Website,4,2,1.14,Neutral,30.0,20.651016745159176,1
48,Male,43.36,9,5,1,Website,10,6,1.06,Favorable,14.98,20.098766639415484,1
23,Female,9.81,48,4,0,Mobile App,0,0,1.08,Unfavorable,30.18,4.3039545332131315,1
44,Male,46.24,33,18,1,Mobile App,6,6,1.04,Unfavorable,4.62,29.33467073332252,1
57,Male,53.19,5,18,0,Mobile App,8,9,1.19,Unfavorable,0.77,30.0,1
51,Male,47.36,27,12,0,Website,2,9,0.9,Favorable,20.38,16.37819242201906,1
29,Male,61.5,27,6,0,In-store,5,0,0.91,Neutral,37.98,3.3068136472986316,1
62,Male,38.71,12,7,1,Website,8,8,0.85,Unfavorable,41.22,7.020369895173231,1
24,Male,24.73,40,13,1,In-store,10,4,0.99,Neutral,27.72,19.03429891604,1
27,Male,30.01,11,18,0,Mobile App,3,5,0.84,Favorable,43.47,5.686577801246372,1
62,Female,39.68,49,18,1,Website,5,8,0.91,Unfavorable,6.73,30.0,1
34,Female,39.51,39,11,0,Website,13,2,0.99,Unfavorable,48.22,2.847477438792761,1
43,Male,98.12,49,8,0,Website,14,2,1.18,Neutral,46.13,1.0,1
38,Female,,1,13,0,Website,2,4,1.19,Favorable,30.16,13.963635005419693,1
45,Female,63.73,7,5,1,Mobile App,8,6,1.1,Favorable,3.41,22.51980707640731,1
63,Female,58.92,41,14,0,Website,6,2,0.96,Neutral,22.98,15.586345234536136,1
19,Male,56.0,8,12,0,In-store,6,3,1.15,Favorable,9.37,21.467317952608507,1
60,Female,56.1,49,6,0,Website,3,1,1.15,Neutral,31.61,2.9471009034755076,1
18,Female,53.27,7,10,1,Website,5,8,1.16,Favorable,9.9,23.564641797410054,1
68,Female,50.8,2,9,0,In-store,10,9,1.06,Favorable,24.35,13.51810837282018,1
53,Male,8.16,8,0,0,Mobile App,10,8,0.88,Favorable,10.68,13.218465275210074,1
68,Female,42.62,12,6,0,Mobile App,7,1,0.84,Favorable,9.5,17.721002657097497,1
43,Female,45.19,8,17,0,Website,14,4,1.17,Neutral,12.77,21.30189630160946,1
46,Female,35.02,30,2,0,Website,5,0,0.82,Favorable,1.95,21.97279090243508,1
38,Male,38.88,24,8,1,Website,5,7,0.92,Neutral,35.95,11.71027312871206,1
28,Male,56.01,43,4,0,Mobile App,3,5,0.99,Neutral,15.68,13.25991448397035,1
57,Female,65.35,44,12,0,Website,7,9,0.81,Favorable,35.06,7.03654201934631,1
28,Female,55.98,7,15,1,Mobile App,13,9,1.16,Unfavorable,32.85,17.807490649000172,1
53,Male,64.85,46,15,0,In-store,9,1,0.91,Neutral,3.77,25.903516173935117,1
66,Female,65.2,30,11,0,Website,7,1,0.81,Neutral,15.95,19.53989479868612,1
56,Male,44.01,44,17,1,In-store,8,9,1.2,Unfavorable,28.56,20.45531675714688,1
57,Female,60.51,44,10,1,Website,5,4,0.92,Favorable,45.96,1.0,1
52,Female,15.07,30,16,0,In-store,1,6,1.15,Favorable,20.37,19.959430785881363,1
51,Female,42.31,16,6,0,In-store,3,8,0.98,Favorable,25.49,10.504703960969286,1
64,Female,,46,14,0,Website,3,8,1.07,Favorable,37.63,8.677157804919014,1
41,Male,80.63,18,5,1,In-store,12,5,0.9,Neutral,40.26,3.3577745643522245,1
39,Female,56.74,2,5,1,Mobile App,7,1,1.0,Neutral,46.21,3.420594229512516,0
22,Male,23.31,45,17,0,Website,4,5,0.9,Favorable,25.11,16.061530165873855,1
50,Female,61.89,29,18,0,Mobile App,3,0,1.18,Favorable,10.09,21.388790427404032,1
53,Female,68.2,9,19,1,In-store,7,1,0.82,Favorable,38.34,17.984453672277716,1
64,Female,48.21,48,18,0,In-store,12,2,0.91,Favorable,6.72,27.132970377858538,1
37,Male,63.81,28,1,0,Website,2,4,1.16,Neutral,21.21,9.091883963096109,1
36,Female,0.09,39,2,1,Mobile App,1,9,0.99,Neutral,31.6,13.827567441970064,1
52,Male,,17,13,1,Website,3,0,1.04,Favorable,34.75,14.864624840756852,1
69,Male,26.43,11,3,1,Mobile App,10,9,1.06,Favorable,36.78,10.854674166280427,1
60,Female,52.98,48,16,0,Mobile App,0,4,0.83,Favorable,10.08,21.32802119678091,1
34,Male,80.64,22,5,1,Website,0,4,0.81,Neutral,49.09,3.9111070100274867,1
62,Female,27.47,10,18,0,Mobile App,4,3,1.18,Unfavorable,9.33,27.020031226293,1
60,Male,32.93,8,8,0,In-store,12,2,0.91,nan,5.26,23.738098559674086,1
51,Male,51.77,23,3,0,Mobile App,10,6,0.95,Unfavorable,33.37,6.832937699168772,1
26,Female,40.15,24,6,1,In-store,0,6,1.07,Unfavorable,45.54,7.718654113954805,1
43,Female,39.02,24,3,0,Website,13,0,0.89,Favorable,28.19,10.45969645535401,1
19,Male,41.57,46,10,0,In-store,3,6,1.09,Unfavorable,29.98,5.394550628735064,1
26,Female,76.3,8,1,0,Website,7,2,0.98,Favorable,27.15,6.07251892651525,1
26,Female,72.32,11,9,0,Mobile App,13,2,1.14,Unfavorable,2.62,19.70524847576506,1
57,Female,50.47,10,5,0,Mobile App,7,5,0.91,Neutral,34.22,1.932397213853132,1
34,Male,83.09,48,7,0,In-store,1,5,0.88,nan,18.23,13.342189523241718,1
18,Female,60.18,37,14,1,Website,14,3,1.13,Unfavorable,46.82,7.732594709541999,1
42,Female,73.08,27,12,0,Mobile App,12,4,0.93,nan,9.75,23.84644009540922,1
60,Female,32.79,7,1,0,Mobile App,2,2,0.96,Unfavorable,15.45,10.391653270835484,1
57,Male,36.93,9,19,0,Website,13,2,1.12,Favorable,25.49,17.113395011719952,1
59,Female,36.71,24,0,1,Mobile App,12,8,1.05,Neutral,24.13,16.129830623821803,1
42,Female,48.27,46,14,1,Website,2,4,0.98,Favorable,20.32,21.534110219347852,1
56,Female,51.2,35,6,0,Website,0,0,0.9,Unfavorable,16.06,18.873856218624393,1
52,Male,,49,17,1,Website,12,8,1.11,nan,7.79,25.854415682178146,1
20,Female,89.46,42,9,0,Website,14,9,0.87,Favorable,41.14,2.2314649792686954,1
67,Female,64.43,8,14,0,In-store,13,5,1.17,Neutral,22.71,18.730858772538227,1
54,Male,39.7,40,4,0,Mobile App,10,8,0.86,Unfavorable,28.86,6.21558598579589,1
61,Male,49.93,7,10,1,Mobile App,2,6,1.12,Favorable,27.55,15.74530824556633,1
61,Female,80.1,2,7,1,Website,7,9,0.97,Favorable,28.99,17.34773146689795,1
68,Male,65.64,17,7,0,Website,5,9,0.87,nan,35.39,7.133838662330949,1
47,Female,79.84,45,5,0,Mobile App,14,6,0.96,Favorable,31.65,3.386239061244747,1
55,Female,40.35,34,14,0,Website,4,4,0.89,Unfavorable,14.06,21.20441666504049,1
51,Female,,16,14,0,In-store,9,6,0.85,Favorable,27.91,11.631415618560283,1
29,Male,36.06,35,4,0,In-store,11,9,0.9,Neutral,12.6,14.71337838875174,1
36,Male,41.96,27,12,1,In-store,14,3,1.15,Neutral,29.65,15.98825512754879,1
54,Female,28.73,49,13,0,Mobile App,8,5,0.84,Favorable,21.88,14.403068004195728,1
61,Male,55.9,14,10,1,Mobile App,13,1,1.19,Favorable,2.45,29.754786270420734,1
66,Female,56.25,18,19,1,In-store,6,9,0.8,Unfavorable,36.83,14.341700544100732,1
34,Male,76.78,21,11,0,Mobile App,5,2,1.06,Favorable,14.1,19.05745901788908,1
27,Male,14.79,5,19,0,Mobile App,4,1,1.14,Favorable,46.05,7.988507827239843,1
66,Male,31.12,46,0,0,Mobile App,4,9,1.17,Favorable,14.39,12.672413295981883,1
64,Female,66.11,6,2,0,Mobile App,9,1,0.86,Neutral,49.83,1.0,1
29,Female,53.67,43,7,1,Mobile App,8,6,1.08,Favorable,23.42,16.970743113341666,1
33,Male,50.9,47,11,0,Mobile App,12,4,0.84,Unfavorable,1.81,24.852481153024353,1
41,Male,75.28,8,14,0,Mobile App,9,5,0.94,Neutral,4.28,24.653678552756883,1
36,Male,29.8,19,2,1,In-store,5,2,1.09,Favorable,4.56,23.417320360815953,1
25,Female,35.43,36,7,0,Mobile App,11,9,0.94,Neutral,3.28,21.616276286953674,1
48,Male,33.07,10,18,0,Mobile App,10,4,0.93,Favorable,13.76,22.492135585750315,1
38,Female,9.74,1,19,0,Website,3,4,0.85,Unfavorable,16.57,20.350271569995208,1
34,Female,52.66,21,5,0,In-store,3,3,0.83,Favorable,6.01,19.20205397753363,1
40,Female,39.54,47,17,0,Website,11,9,0.85,Favorable,22.19,19.388368311870554,1
54,Male,35.34,35,10,0,Mobile App,3,3,1.15,Neutral,18.58,19.723458212267083,1
33,Female,31.73,4,11,0,In-store,10,7,0.8,Neutral,32.0,14.422145840541042,1
23,Male,49.65,6,1,0,Mobile App,5,5,1.08,Neutral,10.2,15.667582031624084,1
25,Male,34.03,5,4,0,Website,0,1,1.11,Unfavorable,45.74,1.0,1
42,Female,54.43,21,3,0,Website,8,1,1.03,Favorable,26.04,7.992948891901773,1
35,Female,,9,8,1,In-store,13,1,1.09,Favorable,31.37,13.606529911435592,1
42,Male,44.11,45,12,0,Website,1,5,1.06,Favorable,2.46,26.934413221748816,1
29,Male,42.75,39,12,0,Website,1,0,0.98,Unfavorable,28.17,10.480078755709975,1
32,Female,53.71,45,14,1,Mobile App,4,2,0.95,Unfavorable,18.72,22.391916931053775,1
43,Male,49.42,45,1,0,Mobile App,11,0,1.18,Unfavorable,46.25,1.0,1
58,Female,76.6,19,12,1,Mobile App,11,3,1.19,Favorable,44.34,12.162631936840974,1
62,Female,56.37,27,6,1,Mobile App,10,0,1.06,Favorable,32.06,13.055357649958864,1
43,Male,71.91,22,16,0,In-store,3,8,0.88,Favorable,38.51,8.035442589936654,1
64,Male,62.21,34,7,0,In-store,2,5,0.98,Favorable,32.41,7.423174329649705,1
49,Male,23.63,0,17,0,Mobile App,4,7,1.0,Favorable,1.34,25.13022526391249,1
27,Female,38.83,28,14,1,Website,6,1,1.1,Favorable,35.3,15.259373784220095,1
33,Female,49.04,8,14,0,Mobile App,9,5,1.07,Favorable,9.27,23.135473235471267,1
24,Male,67.37,8,4,1,Mobile App,1,3,1.01,Favorable,34.29,6.3123238853518835,1
34,Female,,21,1,0,Mobile App,12,6,1.07,Favorable,1.02,18.531273881462926,1
40,Female,40.32,1,15,0,Website,12,7,0.81,Favorable,15.89,18.957198232652154,1
43,Male,,15,4,0,Mobile App,5,5,1.11,Neutral,26.09,8.376772059105575,1
38,Female,,39,5,1,In-store,3,0,0.88,Favorable,16.99,17.991781215916582,1
39,Male,48.84,5,11,0,Mobile App,1,7,1.06,Neutral,34.85,8.329876769225589,1
24,Male,82.88,12,4,0,Mobile App,0,0,0.85,Favorable,26.37,11.603621510889923,1
31,Male,23.04,32,19,1,Mobile App,7,8,0.85,Unfavorable,48.0,11.457772855605194,1
32,Male,63.56,18,7,1,Website,4,1,0.81,Favorable,18.21,21.75143266634769,1
24,Male,63.36,14,10,0,Mobile App,9,9,1.16,Favorable,36.23,7.613873875398603,1
26,Male,73.04,32,13,0,Website,1,5,1.04,Neutral,41.87,4.926719259779642,1
68,Female,51.24,9,16,0,Mobile App,7,7,0.94,nan,13.05,21.120646274125342,1
65,Female,67.83,0,9,1,Mobile App,2,4,1.12,Favorable,37.83,12.190525220294637,1
25,Female,45.02,11,1,0,Mobile App,6,1,1.05,Favorable,19.97,11.596295787616874,1
67,Male,33.97,42,2,0,Website,1,4,1.05,Unfavorable,6.87,20.231338913386782,1
40,Male,31.06,28,12,0,Website,12,0,0.99,Favorable,0.68,25.673942540541816,1
46,Male,21.17,16,16,0,Mobile App,6,7,0.8,Favorable,37.32,6.5491668091012905,1
35,Female,41.17,3,2,0,Website,14,7,0.9,Unfavorable,9.72,15.750443175324783,1
48,Female,56.23,28,9,0,Website,3,1,0.84,Unfavorable,3.03,20.000003146640765,1
47,Male,45.84,6,7,0,Mobile App,9,5,1.06,Favorable,25.11,10.67591374231789,1
69,Male,53.96,43,3,0,Mobile App,0,7,0.9,Unfavorable,17.66,10.322588405804291,1
56,Female,74.7,12,12,1,In-store,4,9,0.98,Neutral,34.74,13.443721930927737,1
52,Male,39.65,4,6,0,In-store,11,7,0.94,Favorable,5.81,20.389816398769728,1
35,Male,96.81,5,6,1,Website,13,6,0.86,Neutral,7.07,24.222904499153746,1
59,Female,65.1,33,15,0,Website,11,2,1.18,Neutral,20.5,16.698909161967403,1
56,Female,46.06,6,4,0,Mobile App,12,3,1.17,Neutral,26.26,8.102218752582468,1
34,Male,45.61,45,16,0,In-store,13,0,0.83,Unfavorable,41.3,9.61713223011239,1
31,Male,29.84,27,9,1,Website,3,8,1.13,Favorable,29.49,15.318999822834446,1
48,Female,49.49,45,3,1,Mobile App,7,9,1.0,Neutral,45.18,1.0,1
41,Male,6.77,9,13,1,Mobile App,0,9,1.11,Favorable,11.28,26.12582049370132,1
52,Male,75.12,3,4,1,Mobile App,1,1,0.86,Favorable,30.01,15.03049694039565,1
61,Male,-6.33,2,1,0,Website,4,9,0.85,Neutral,32.93,3.112053434927925,1
62,Male,50.84,24,13,0,In-store,9,6,1.16,Neutral,36.43,7.5155057989136855,1
51,Male,27.12,22,17,1,Mobile App,9,7,1.16,Unfavorable,49.44,10.043676133795854,1
20,Female,35.98,26,10,1,Website,11,3,0.99,Unfavorable,23.67,16.454641588389585,1
54,Male,38.56,13,15,0,Website,12,9,1.15,Neutral,18.78,15.748474545710728,1
60,Male,88.51,37,17,0,Website,1,0,1.07,Favorable,42.68,4.030076342381404,1
57,Female,27.93,31,15,0,Mobile App,10,4,0.87,Neutral,9.25,24.234568717429724,1
43,Female,68.29,22,3,1,Mobile App,0,9,0.93,Favorable,2.33,27.073995750853285,1
40,Female,73.21,46,0,0,Website,5,9,0.85,Favorable,22.46,7.599435795288478,1
61,Female,3.23,39,13,0,Mobile App,11,5,1.11,Neutral,12.74,17.82080786308449,1
56,Male,37.69,36,11,1,Mobile App,12,6,1.19,Neutral,20.13,22.175070709383494,1
32,Female,79.69,2,9,1,Website,12,0,1.02,Neutral,49.31,4.593586912960506,1
66,Male,23.7,34,18,0,Mobile App,11,3,1.06,Unfavorable,17.75,16.111157230999684,1
21,Female,73.97,12,3,0,Website,9,4,1.1,Favorable,35.54,4.4736985901599295,1
46,Male,49.64,33,19,1,Website,3,4,0.89,Favorable,12.89,28.637702208208367,1
39,Female,48.78,23,2,0,Mobile App,14,6,0.93,Neutral,15.52,16.01696015040331,1
42,Female,51.39,0,3,1,Website,4,3,0.96,Neutral,12.54,21.908724130322312,1
30,Male,56.85,11,14,0,Mobile App,2,9,1.04,Favorable,28.82,14.381656349289793,1
35,Female,30.89,7,10,0,In-store,14,6,1.14,Favorable,11.69,17.399917429247953,1
50,Female,44.79,18,15,0,Website,9,7,0.9,Favorable,36.06,6.764289891392535,1
33,Female,57.41,8,3,0,Website,5,1,0.99,Unfavorable,34.17,5.440140281563289,1
62,Male,53.54,27,5,0,Mobile App,3,0,1.1,Unfavorable,21.35,11.86192779400857,1
59,Female,56.98,13,7,1,Website,12,9,0.83,Favorable,1.77,28.907761795196418,1
61,Male,35.63,26,12,0,Website,5,9,1.01,Favorable,1.62,25.44131308904989,1
19,Male,62.65,17,19,0,Mobile App,12,0,0.86,Favorable,26.87,18.954268475945835,1
52,Male,52.53,41,3,0,In-store,4,0,1.02,Favorable,42.04,1.0,1
59,Male,18.39,40,4,0,Website,10,8,1.11,Favorable,30.14,7.013820669334415,1
51,Female,39.37,5,9,0,In-store,1,3,0.89,Favorable,22.06,12.20367068483538,1
47,Male,32.09,32,4,0,Mobile App,3,8,1.14,Favorable,44.16,1.0,1
30,Female,31.83,36,11,1,Mobile App,1,6,0.93,Favorable,10.25,28.02495061398468,1
30,Male,40.47,41,0,0,Mobile App,4,6,0.88,Neutral,18.29,10.628303693399275,1
35,Male,62.27,24,9,0,Website,2,1,0.99,Favorable,28.48,15.190539561683739,1
49,Male,37.46,12,4,0,Website,5,1,1.15,Unfavorable,14.94,11.84297876872994,1
49,Male,54.5,22,18,0,Website,14,4,0.83,Unfavorable,49.89,4.249391753978622,1
52,Male,51.22,35,18,0,Website,10,9,0.93,Favorable,22.89,17.87633426510024,1
56,Male,34.42,32,19,0,In-store,4,0,1.06,Favorable,3.06,30.0,1
63,Female,43.1,20,11,0,Mobile App,1,6,0.94,Favorable,9.22,19.126338125561304,1
69,Male,67.3,33,15,0,Mobile App,13,6,0.83,Favorable,26.86,12.877933405855078,1
46,Male,53.0,35,4,0,Mobile App,9,7,0.93,Favorable,27.73,5.305756642462241,1
66,Male,60.98,16,16,0,In-store,10,6,1.13,Neutral,49.22,6.320095357983113,1
46,Female,75.45,9,13,1,In-store,7,7,1.19,Neutral,30.2,12.956646658633309,1
61,Female,58.7,22,11,0,Mobile App,5,2,0.82,Favorable,33.5,8.992118338117628,1
33,Male,11.59,43,12,0,Website,8,2,1.03,Neutral,11.08,25.455233910394455,1
61,Male,55.41,1,13,0,Website,2,7,0.84,Favorable,5.79,25.880452612137407,1
64,Male,37.64,34,4,0,Website,13,8,1.07,Favorable,30.3,9.312931799545952,1
27,Female,86.21,13,4,1,Website,10,9,0.8,Neutral,43.31,8.772313070843342,1
47,Male,57.99,46,17,0,Website,3,3,0.81,Favorable,29.57,14.061350650103886,1
42,Male,38.05,44,13,0,In-store,10,7,1.11,Neutral,22.42,15.623506665547222,1
56,Male,61.33,40,17,0,In-store,7,0,0.83,Unfavorable,29.12,13.934136376519206,1
37,Male,51.82,1,19,1,Mobile App,6,1,0.92,Unfavorable,23.7,22.49576817644123,1
22,Male,15.64,18,0,0,Mobile App,7,9,1.18,Favorable,7.52,15.015033372129219,1
18,Female,67.26,15,6,0,Mobile App,8,9,1.19,Neutral,37.19,7.17031886799154,1
47,Male,41.89,42,16,0,Website,13,9,0.86,Favorable,26.89,13.501517365272344,1
66,Female,78.41,43,2,0,In-store,7,8,1.02,Unfavorable,20.27,10.300188247929919,1
20,Male,47.51,24,9,0,Website,7,1,1.02,Unfavorable,28.2,7.751129445564322,1
62,Male,78.79,0,6,0,Mobile App,5,1,0.98,Favorable,12.44,18.440492494696176,1
31,Female,58.5,1,11,0,Website,10,7,1.17,Unfavorable,21.68,17.84518725567628,1
47,Male,69.48,47,14,1,In-store,1,4,1.1,Favorable,31.31,11.883060998473468,1
67,Female,40.16,26,15,1,Mobile App,11,4,1.11,Favorable,11.7,29.745261273217928,1
21,Female,57.06,1,7,0,Mobile App,6,5,0.91,Favorable,37.58,6.1863042526909116,1
35,Male,15.48,29,5,0,Website,3,7,0.97,Favorable,26.29,11.89583208821697,1
54,Female,47.46,9,3,0,Mobile App,2,7,0.99,Unfavorable,43.15,1.0,1
42,Male,20.31,18,10,0,Mobile App,3,8,0.92,Favorable,42.44,4.981011107888612,1
65,Female,27.14,41,16,0,Website,3,9,0.84,Unfavorable,24.98,16.17437559811943,1
18,Male,32.18,15,1,0,In-store,2,2,0.85,Unfavorable,10.18,13.411435895040494,1
63,Female,63.21,12,5,0,In-store,8,8,0.87,Unfavorable,36.96,3.777803669145305,1
32,Male,47.05,47,3,1,Mobile App,13,2,0.88,Favorable,21.22,14.910580974307296,1
26,Female,50.63,49,2,0,Website,2,0,0.9,Neutral,29.93,8.206786510137373,1
32,Female,46.51,7,6,1,In-store,1,4,0.9,Neutral,5.81,24.556082800149365,1
66,Female,71.61,49,6,0,Website,12,6,0.98,Neutral,31.76,8.097173563215208,1
41,Female,50.08,30,15,0,Website,0,2,1.0,Favorable,18.99,15.829097508522805,1
21,Female,54.98,44,1,1,Website,10,8,0.92,Neutral,17.04,20.665793703773794,1
29,Female,38.59,24,7,0,Website,0,0,1.16,Neutral,49.01,1.0,1
54,Male,72.99,38,14,0,Mobile App,4,5,1.02,Neutral,21.91,13.337615568236075,1
54,Male,74.49,20,15,0,Website,11,5,1.11,Unfavorable,34.06,12.490532320012578,1
60,Male,49.26,49,0,0,Mobile App,11,7,1.17,Favorable,31.57,4.716869388403053,1
23,Male,38.31,37,9,0,Mobile App,4,2,0.87,Favorable,5.66,23.252325981752648,1
56,Male,,40,6,0,Mobile App,11,4,0.97,Favorable,37.52,10.538305835385536,1
63,Female,32.63,28,15,0,Website,8,9,0.97,Favorable,16.5,21.541412299093338,1
41,Male,6.66,5,9,0,In-store,3,4,0.94,Favorable,40.05,6.662996114344962,0
28,Female,31.79,17,11,0,Mobile App,4,7,0.8,Favorable,30.58,9.499484331113814,1
30,Male,57.14,48,16,0,Website,12,6,1.13,Unfavorable,16.2,20.114557438419343,1
51,Male,48.99,43,12,0,Mobile App,5,2,0.84,nan,18.14,16.217047890434422,1
42,Female,96.47,34,11,0,Website,12,6,1.2,nan,36.71,4.524271576030342,1
24,Female,42.58,26,14,1,Website,9,9,1.11,Favorable,27.73,17.27682762456758,1
69,Female,41.02,4,13,0,In-store,6,7,1.03,Favorable,33.58,11.980454950361796,1
21,Female,71.26,6,18,0,Website,8,4,0.86,Neutral,8.34,25.594027566126623,1
25,Male,11.46,9,18,0,Mobile App,12,4,1.01,Neutral,39.46,6.9368219355120235,1
37,Female,20.36,9,13,0,Website,5,0,0.9,Favorable,16.36,18.10428898758686,1
46,Male,63.28,27,17,1,In-store,0,7,0.9,Neutral,31.18,16.338842165188385,1
68,Male,46.09,35,4,0,Website,7,5,1.13,Favorable,6.18,19.842425029266987,1
62,Male,46.55,9,19,0,Website,13,5,0.95,Unfavorable,16.41,19.926738397766304,1
63,Male,31.26,49,5,0,Mobile App,1,4,0.98,Unfavorable,32.62,5.080003494372741,1
27,Male,54.8,34,17,1,Mobile App,8,4,1.14,Unfavorable,14.07,23.893956922189957,1
